,JobTitle,Company,Location,Summary,Salary,SalaryType,City,State,Salary Lower,Salary Higher,Salary Average
227,"Sr. Data Infrastructure Engineer- VC Backed, Healthcare Startup!",CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Data Infrastructure Engineer- Well Funded, Healthcare Start-Up! If you are a Data Infrastructure Engineer with 3+ years of experience and comfortable using Machine Learning and the latested in data analytics to buil...","[ 100 ,  150]",Y,San Francisco,CA,100000.0,150000.0,125000.0
228,Director of Engineering,CyberCoders,"Palo Alto, CA","This position is open as of 10/18/2016. Director of Engineering- Java/Scala, NLP, Data Science If you are a Director of Engineering with experience, please read on! Job Title: Director of Engineering Location: Palo Alto, CA Salary: $150-185k+ Equity optio...","[ 150 ,  200]",Y,Palo Alto,CA,150000.0,200000.0,175000.0
229,Research Engineer,CyberCoders,"San Mateo, CA","This position is open as of 10/18/2016. Research Engineer - Python, Machine Learning, If you are a Research Engineer with experience, please read on! We are looking for motivated self-starters and extremely fast learners with top notch problem solving and...","[ 80 ,  140]",Y,San Mateo,CA,80000.0,140000.0,110000.0
230,Machine Learning Data Scientist,CyberCoders,"San Jose, CA","This position is open as of 10/18/2016. Machine Learning Data Scientist - Cyber Security Startup If you are a Data Scientist with machine learning and big data experience, please read on! They are an innovative, technology driven Cyber Security Startup th...","[ 120 ,  160]",Y,San Jose,CA,120000.0,160000.0,140000.0
231,"Data Scientist Lead - Statistics, Modeling, ML - (140K-170K)",CyberCoders,"Mountain View, CA","This position is open as of 10/18/2016. Data Scientist Lead - Statistics, Modeling, ML - (140K-170K) If you are a Data Scientist Lead - Statistics, Modeling, Algorithms, Machine learning - (140K-170K) with experience, please read on! Located in beautiful...","[ 140 ,  175]",Y,Mountain View,CA,140000.0,175000.0,157500.0
232,"Lead Data Scientist - Statistics, Algorithms, ML - (140K-170K)",CyberCoders,"Mountain View, CA","This position is open as of 10/18/2016. Lead Data Scientist - Statistics, Algorithms, ML - (140K-170K) If you are a Lead Data Scientist - Statistics, Algorithms, ML - (140K-170K) with experience, please read on! Located in beautiful Mountain View, CA, we...","[ 140 ,  175]",Y,Mountain View,CA,140000.0,175000.0,157500.0
233,Lead Data Scientist / Data Scientist Manager - Bangkok,,"Palo Alto, CA","Lead Data Scientist (Bangkok) - FULL RELOCATION AND VISA SPONSORSHIP AVAILABLE Requirements: Do you have what it takes? * Excited and able to relocate to Bangkok, Thailand * Leadership skills and experience in leading data science projects and or teams *...","[ 0 ,  100]",Y,Palo Alto,CA,100000.0,100000.0,100000.0
234,"Bioinformatics Scientist - ""Top 10 Pharma/Biotech Firm""",CyberCoders,"Menlo Park, CA","This position is open as of 10/18/2016. Bioinformatics Scientist - ""Top 10 Pharma/Biotech Firm"" With offices spread around the world, we are a ""Top 10 Pharma/Biotech firm"" in need of a best in class Bioinformatics Scientist for our global headquarters in...","[ 75 ,  110]",Y,Menlo Park,CA,75000.0,110000.0,92500.0
235,Customer Service,,"San Leandro, CA",IMMEDIATE HIRE - NO EXPERIENCE NECESSARY - FULL TIME POSITIONS ENTRY LEVEL POSITIONS IN: ENTRY LEVEL MARKETING / CUSTOMER SERVICE - RAPID ADVANCEMENT IN OUR NEW OFFICE! We provide aggressive marketing and advertising campaigns for national accounts in the...,"[ 40 ,  50]",Y,San Leandro,CA,40000.0,50000.0,45000.0
236,Tired of your Current Job? Looking for a Change in Career? It’s TIME to THINK OUTSIDE the CUBICLE!,,"Oakland, CA",Are you tired of being stuck behind your desk and not experiencing any growth? Is your desk stopping you from living your biggest dreams and aspirations? A great businessman once said “the only thing that is standing between your goals and your dreams is...,"[ 40 ,  70]",Y,Oakland,CA,40000.0,70000.0,55000.0
237,Bioinformatics Engineer,CyberCoders,"Pleasanton, CA","This position is open as of 10/18/2016. Bioinformatics Scientist- NGS, Python, R, C/C++ We are a leader in genetic sequencing and tissue-based cancer diagnostics. We are looking for a recent PhD graduate whom has experience working with NGS data and analy...","[ 100 ,  120]",Y,Pleasanton,CA,100000.0,120000.0,110000.0
238,Director of Engineering,CyberCoders,"Palo Alto, CA","This position is open as of 10/18/2016. Director of Engineering- Java/Scala, NLP, Data Science If you are a Director of Engineering with experience, please read on! Job Title: Director of Engineering Location: Palo Alto, CA Salary: $150-185k+ Equity optio...","[ 150 ,  200]",Y,Palo Alto,CA,150000.0,200000.0,175000.0
239,Site Operations Engineer,CyberCoders,"San Jose, CA","This position is open as of 10/18/2016. Site Operations Engineer - Control Systems, ERP, Enterprise Ap If you are a Site Operations Engineer with startup/industry experience, please read on! Top Reasons to Work with Us We are a well established company, 4...","[ 85 ,  120]",Y,San Jose,CA,85000.0,120000.0,102500.0
240,Software Architect - Save Lives!,CyberCoders,"Menlo Park, CA","This position is open as of 10/18/2016. Software Architect - Save Lives! Based in Menlo Park, CA we are a breakthrough diagnostic leader in technology working with high profile clients such as Mayo Clinic. We received Series A funding in 2011 for $16M and...","[ 140 ,  160]",Y,Menlo Park,CA,140000.0,160000.0,150000.0
241,Python Developer,CyberCoders,"Redwood City, CA","This position is open as of 10/18/2016. Python Developer - Well Funded Biotechnology Company If you are a Python Developer with 4+ years experience, please read on! •RELOCATION ASSISTANCE PROVIDED We are in need of an expert Python Developer to join our d...","[ 100 ,  140]",Y,Redwood City,CA,100000.0,140000.0,120000.0
242,Bioinformatics Developer,CyberCoders,"Redwood City, CA","This position is open as of 10/18/2016. Bioinformatics Developer - Well Funded Biotechnology Company If you are a Bioinformatics Developer with experience, please read on! •RELOCATION ASSISTANCE PROVIDED •MUST HAVE EXPERIENCE IN THE BIOTECH INDUSTRY Top R...","[ 110 ,  140]",Y,Redwood City,CA,110000.0,140000.0,125000.0
243,Data Scientist,CyberCoders,"Bellevue, WA","This position is open as of 10/18/2016. Data Scientist - Fraud detection technology! Based in Bellevue, we are an international leader in mobile advertising. Our award-winning technology platform goes beyond traditional user engagement by retaining audien...","[ 100 ,  150]",Y,Bellevue,WA,100000.0,150000.0,125000.0
244,Senior Data Scientist - be the first Data Science hire!,CyberCoders,"Marina del Rey, CA","This position is open as of 10/18/2016. Senior Data Scientist - be the first Data Science hire! If you are a Senior Data Scientist with experience, please read on! We are a team of serial social entrepreneurs & technologists. We are the first socially con...","[ 150 ,  200]",Y,Marina del Rey,CA,150000.0,200000.0,175000.0
245,Sr. Software Engineer- Python,CyberCoders,"Culver City, CA","This position is open as of 10/18/2016. Sr. Software Engineer- Python - Python, R, JavaScript If you are a Sr. Software Engineer- Python with experience, please read on! Based in Culver City, we're building an end-to-end suite of data science tools based...","[ 100 ,  175]",Y,Culver City,CA,100000.0,175000.0,137500.0
246,Senior Scala/Spark Developer - WILL RELOCATE,CyberCoders,"Los Angeles, CA","This position is open as of 10/18/2016. Java/Scala Engineer Needed for West LA Ad Tech Co! If you are a Senior Spark/Scala Engineer with experience, please read on! Located in sunny West Los Angeles, CA, we are the Ad-Tech arm of a large media conglomerat...","[ 100 ,  175]",Y,Los Angeles,CA,100000.0,175000.0,137500.0
247,Lead Technology Architect - Advanced BioTech Firm,CyberCoders,"Torrance, CA","This position is open as of 10/18/2016. Lead Technology Architect - Advanced BioTech Firm If you are a Technology Architect with experience, please read on! This is an opportunity to work on an industry leading website that won NUMEROUS “BEST BIOTECHNOLOG...","[ 75 ,  150]",Y,Torrance,CA,75000.0,150000.0,112500.0
248,Lead Grails Engineer,CyberCoders,"Culver City, CA","This position is open as of 10/18/2016. Lead Grails Engineer (RELO OFFERED!) If you are a Lead Grails Engineer with video & startup experience, please read on! We are the leading in Online Video Space, and we are growing! The global leader in user-generat...","[ 120 ,  150]",Y,Culver City,CA,120000.0,150000.0,135000.0
249,Senior Data Scientist - be the first Data Science hire!,CyberCoders,"Marina del Rey, CA","This position is open as of 10/18/2016. Senior Data Scientist - be the first Data Science hire! If you are a Senior Data Scientist with experience, please read on! We are a team of serial social entrepreneurs & technologists. We are the first socially con...","[ 150 ,  200]",Y,Marina del Rey,CA,150000.0,200000.0,175000.0
250,Lead Data Scientist,CyberCoders,"Los Angeles, CA","This position is open as of 10/18/2016. Lead Data Scientis Are you a Lead Data Scientist who has R, machine learning and can code? If so, read on... We are the adtech arm of a large media conglomerate. Due to recent growth, we are looking to add a data sc...","[ 100 ,  175]",Y,Los Angeles,CA,100000.0,175000.0,137500.0
251,Lead Technology Architect - Advanced BioTech Firm,CyberCoders,"Torrance, CA","This position is open as of 10/18/2016. Lead Technology Architect - Advanced BioTech Firm If you are a Technology Architect with experience, please read on! This is an opportunity to work on an industry leading website that won NUMEROUS “BEST BIOTECHNOLOG...","[ 75 ,  150]",Y,Torrance,CA,75000.0,150000.0,112500.0
252,Mechanical Engineer,Altair,"Detroit, MI","Altair ProductDesign is a global, multi-disciplinary product development consultancy of more than 700 designers, engineers, scientists, and creative thinkers. As a wholly owned subsidiary of Altair Engineering, Inc. (www.altair.com), this cross-functional...","[ 0 ,  88]",Y,Detroit,MI,88000.0,88000.0,88000.0
253,Scientist,Aerotek,"Fort Lauderdale, FL","Our client, located in Fort Lauderdale, is seeking a Scientist to join their team. Required Experience: HPLC is a must Bachelor's Degree in Chemistry or related field Pharmaceutical Lab experience Responsibilities: Analyzing raw materials, in-process mate...","[ 40 ,  45]",Y,Fort Lauderdale,FL,40000.0,45000.0,42500.0
254,Scientist,Aerotek,"Fort Lauderdale, FL","Our client, located in Fort Lauderdale, is seeking a Scientist to join their team. Required Experience: HPLC is a must Bachelor's Degree in Chemistry or related field Pharmaceutical Lab experience Responsibilities: Analyzing raw materials, in-process mate...","[ 40 ,  45]",Y,Fort Lauderdale,FL,40000.0,45000.0,42500.0
255,Mechanical Engineer,Altair,"Detroit, MI","Altair ProductDesign is a global, multi-disciplinary product development consultancy of more than 700 designers, engineers, scientists, and creative thinkers. As a wholly owned subsidiary of Altair Engineering, Inc. (www.altair.com), this cross-functional...","[ 0 ,  88]",Y,Detroit,MI,88000.0,88000.0,88000.0
256,Data Scientist,CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Data Scientist - Machine Learning, Python, Data Mining If you are a Data Scientist with experience, please read on! Based in San Francisco, CA we are a company that curates big data and analytics from all over the h...","[ 100 ,  150]",Y,San Francisco,CA,100000.0,150000.0,125000.0
257,Senior | Lead Data Scientist,CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Senior Data Scientist - Big Data, Machine Learning - San Fran! We are seeking a very smart and engaged Senior Data Scientist to work with our massive data sets. As a robust networking firm, founded in 2011, we are b...","[ 150 ,  250]",Y,San Francisco,CA,150000.0,250000.0,200000.0
258,"Lead Data Scientist - ML, NLP, AI",Vaco Technology,"San Francisco, CA","Vaco has been engaged to find a Lead Data Scientist to join a vibrant organization in which Machine Learning (ML) is the core technical mission. As a Lead Data Scientist, you will head up a 2 to 4 person team building state of the art algorithms for optim...","[ 170 ,  175]",Y,San Francisco,CA,170000.0,175000.0,172500.0
259,Principal Scientist- Relocating to San Diego,CyberCoders,"San Francisco, CA","This position is open as of 10/18/2016. Principal Scientist - RELOCATING TO SAN DIEGO If you are a Principal Scientist with experience in Predictive Modeling, please read on! Job Title: Principal Scientist Location: San Diego, CA- Company will Relocate Sa...","[ 140 ,  200]",Y,San Francisco,CA,140000.0,200000.0,170000.0
260,Lead Data Scientist / Data Scientist Manager - Bangkok,,"Palo Alto, CA","Lead Data Scientist (Bangkok) - FULL RELOCATION AND VISA SPONSORSHIP AVAILABLE Requirements: Do you have what it takes? * Excited and able to relocate to Bangkok, Thailand * Leadership skills and experience in leading data science projects and or teams *...","[ 0 ,  100]",Y,Palo Alto,CA,100000.0,100000.0,100000.0
261,"Bioinformatics Scientist - ""Top 10 Pharma/Biotech Firm""",CyberCoders,"Menlo Park, CA","This position is open as of 10/18/2016. Bioinformatics Scientist - ""Top 10 Pharma/Biotech Firm"" With offices spread around the world, we are a ""Top 10 Pharma/Biotech firm"" in need of a best in class Bioinformatics Scientist for our global headquarters in...","[ 75 ,  110]",Y,Menlo Park,CA,75000.0,110000.0,92500.0
